PF00283.17	Cytochrom_B559	Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits
PF00284.18	Cytochrom_B559a	Lumenal portion of Cytochrome b559, alpha (gene psbE) subunit
PF00285.19	Citrate_synt	Citrate synthase, C-terminal domain
PF00286.18	Flexi_CP	Viral coat protein
PF00287.16	Na_K-ATPase	Sodium / potassium ATPase beta chain
PF00288.24	GHMP_kinases_N	GHMP kinases N terminal domain
PF00289.20	Biotin_carb_N	Biotin carboxylase, N-terminal domain
PF00290.18	Trp_syntA	Tryptophan synthase alpha chain
PF00291.23	PALP	Pyridoxal-phosphate dependent enzyme
PF00292.16	PAX	'Paired box' domain
PF00293.26	NUDIX	NUDIX domain
PF00294.22	PfkB	pfkB family carbohydrate kinase
PF00295.15	Glyco_hydro_28	Glycosyl hydrolases family 28
PF00296.18	Bac_luciferase	Luciferase-like monooxygenase
PF00297.20	Ribosomal_L3	Ribosomal protein L3
PF00298.17	Ribosomal_L11	Ribosomal protein L11, RNA binding domain
PF00299.16	Squash	Squash family serine protease inhibitor
PF00300.20	His_Phos_1	Histidine phosphatase superfamily (branch 1)
PF00301.18	Rubredoxin	Rubredoxin
PF00302.16	CAT	Chloramphenicol acetyltransferase
PF00303.17	Thymidylat_synt	Thymidylate synthase
PF00304.18	Gamma-thionin	Gamma-thionin family
PF00305.17	Lipoxygenase	Lipoxygenase
PF00306.25	ATP-synt_ab_C	ATP synthase alpha/beta chain, C terminal domain
PF00307.29	CH	Calponin homology (CH) domain
PF00308.16	Bac_DnaA	Bacterial dnaA  protein
PF00309.18	Sigma54_AID	Sigma-54 factor, Activator interacting domain (AID)
PF00310.19	GATase_2	Glutamine amidotransferases class-II
PF00311.15	PEPcase	Phosphoenolpyruvate carboxylase
PF00312.20	Ribosomal_S15	Ribosomal protein S15
PF00313.20	CSD	'Cold-shock' DNA-binding domain
PF00314.15	Thaumatin	Thaumatin family
PF00316.18	FBPase	Fructose-1-6-bisphosphatase, N-terminal domain
PF00317.19	Ribonuc_red_lgN	Ribonucleotide reductase, all-alpha domain
PF00318.18	Ribosomal_S2	Ribosomal protein S2
PF00319.16	SRF-TF	SRF-type transcription factor (DNA-binding and dimerisation domain)
PF00320.25	GATA	GATA zinc finger
PF00321.15	Thionin	Plant thionin
PF00322.15	Endothelin	Endothelin family
PF00323.17	Defensin_1	Mammalian defensin
PF00324.19	AA_permease	Amino acid permease
PF00325.18	Crp	Bacterial regulatory proteins, crp family
PF00326.19	Peptidase_S9	Prolyl oligopeptidase family
PF00327.18	Ribosomal_L30	Ribosomal protein L30p/L7e
PF00328.20	His_Phos_2	Histidine phosphatase superfamily (branch 2)
PF00329.17	Complex1_30kDa	Respiratory-chain NADH dehydrogenase, 30 Kd subunit
PF00330.18	Aconitase	Aconitase family (aconitate hydratase)
PF00331.18	Glyco_hydro_10	Glycosyl hydrolase family 10
PF00332.16	Glyco_hydro_17	Glycosyl hydrolases family 17
PF00333.18	Ribosomal_S5	Ribosomal protein S5, N-terminal domain
PF00334.17	NDK	Nucleoside diphosphate kinase
PF00335.18	Tetraspannin	Tetraspanin family
PF00336.16	DNA_pol_viral_C	DNA polymerase (viral) C-terminal domain
PF00337.20	Gal-bind_lectin	Galactoside-binding lectin
PF00338.20	Ribosomal_S10	Ribosomal protein S10p/S20e
PF00339.27	Arrestin_N	Arrestin (or S-antigen), N-terminal domain
PF00340.17	IL1	Interleukin-1 / 18
PF00341.15	PDGF	PDGF/VEGF domain
PF00342.17	PGI	Phosphoglucose isomerase
PF00343.18	Phosphorylase	Carbohydrate phosphorylase
PF00344.18	SecY	SecY translocase
PF00345.18	PapD_N	Pili and flagellar-assembly chaperone, PapD N-terminal domain
PF00346.17	Complex1_49kDa	Respiratory-chain NADH dehydrogenase, 49 Kd subunit
PF00347.21	Ribosomal_L6	Ribosomal protein L6
PF00348.15	polyprenyl_synt	Polyprenyl synthetase
PF00349.19	Hexokinase_1	Hexokinase
PF00350.21	Dynamin_N	Dynamin family
PF00351.19	Biopterin_H	Biopterin-dependent aromatic amino acid hydroxylase
PF00352.19	TBP	Transcription factor TFIID (or TATA-binding protein, TBP)
PF00353.17	HemolysinCabind	Haemolysin-type calcium-binding repeat (2 copies)
PF00354.15	Pentaxin	Pentaxin family
PF00355.24	Rieske	Rieske [2Fe-2S] domain
PF00356.19	LacI	Bacterial regulatory proteins, lacI family
PF00357.18	Integrin_alpha	Integrin alpha cytoplasmic region
PF00358.18	PTS_EIIA_1	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1
PF00359.20	PTS_EIIA_2	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
PF00360.18	PHY	Phytochrome region
PF00361.18	Proton_antipo_M	Proton-conducting membrane transporter
PF00362.16	Integrin_beta	Integrin beta chain VWA domain
PF00363.16	Casein	Casein
PF00364.20	Biotin_lipoyl	Biotin-requiring enzyme
PF00365.18	PFK	Phosphofructokinase
PF00366.18	Ribosomal_S17	Ribosomal protein S17
PF00367.18	PTS_EIIB	phosphotransferase system, EIIB
PF00368.16	HMG-CoA_red	Hydroxymethylglutaryl-coenzyme A reductase
PF00370.19	FGGY_N	FGGY family of carbohydrate kinases, N-terminal domain
PF00372.17	Hemocyanin_M	Hemocyanin, copper containing domain
PF00373.16	FERM_M	FERM central domain
PF00374.17	NiFeSe_Hases	Nickel-dependent hydrogenase
PF00375.16	SDF	Sodium:dicarboxylate symporter family
PF00376.21	MerR	MerR family regulatory protein
PF00377.16	Prion	Prion/Doppel alpha-helical domain
PF00378.18	ECH_1	Enoyl-CoA hydratase/isomerase
PF00379.21	Chitin_bind_4	Insect cuticle protein
PF00380.17	Ribosomal_S9	Ribosomal protein S9/S16
PF00381.17	PTS-HPr	PTS HPr component phosphorylation site
PF00382.17	TFIIB	Transcription factor TFIIB repeat
PF00383.21	dCMP_cyt_deam_1	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00384.20	Molybdopterin	Molybdopterin oxidoreductase
PF00385.22	Chromo	Chromo (CHRromatin Organisation MOdifier) domain
PF00386.19	C1q	C1q domain
PF00387.17	PI-PLC-Y	Phosphatidylinositol-specific phospholipase C, Y domain
PF00388.17	PI-PLC-X	Phosphatidylinositol-specific phospholipase C, X domain
PF00389.28	2-Hacid_dh	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain
PF00390.17	malic	Malic enzyme, N-terminal domain
PF00391.21	PEP-utilizers	PEP-utilising enzyme, mobile domain
PF00392.19	GntR	Bacterial regulatory proteins, gntR family
PF00393.17	6PGD	6-phosphogluconate dehydrogenase, C-terminal domain
PF00394.20	Cu-oxidase	Multicopper oxidase
PF00395.18	SLH	S-layer homology domain
PF00396.16	Granulin	Granulin
PF00397.24	WW	WW domain
PF00398.18	RrnaAD	Ribosomal RNA adenine dimethylase
PF00399.17	PIR	Yeast PIR protein repeat
PF00400.30	WD40	WD domain, G-beta repeat
PF00401.18	ATP-synt_DE	ATP synthase, Delta/Epsilon chain, long alpha-helix domain
PF00402.16	Calponin	Calponin family repeat
PF00403.24	HMA	Heavy-metal-associated domain
PF00404.16	Dockerin_1	Dockerin type I repeat
PF00405.15	Transferrin	Transferrin
PF00406.20	ADK	Adenylate kinase
PF00407.17	Bet_v_1	Pathogenesis-related protein Bet v I family
PF00408.18	PGM_PMM_IV	Phosphoglucomutase/phosphomannomutase, C-terminal domain
PF00410.17	Ribosomal_S8	Ribosomal protein S8
PF00411.17	Ribosomal_S11	Ribosomal protein S11
PF00412.20	LIM	LIM domain
PF00413.22	Peptidase_M10	Matrixin
PF00414.15	MAP1B_neuraxin	Neuraxin and MAP1B repeat
PF00415.16	RCC1	Regulator of chromosome condensation (RCC1) repeat
PF00416.20	Ribosomal_S13	Ribosomal protein S13/S18
PF00418.17	Tubulin-binding	Tau and MAP protein, tubulin-binding repeat
PF00419.18	Fimbrial	Fimbrial protein
PF00420.22	Oxidored_q2	NADH-ubiquinone/plastoquinone oxidoreductase chain 4L
PF00421.17	PSII	Photosystem II protein
PF00423.17	HN	Haemagglutinin-neuraminidase
PF00424.16	REV	REV protein (anti-repression trans-activator protein)
PF00425.16	Chorismate_bind	chorismate binding enzyme
PF00426.16	VP4_haemagglut	Outer Capsid protein VP4 (Hemagglutinin)
PF00427.19	PBS_linker_poly	Phycobilisome Linker polypeptide
PF00428.17	Ribosomal_60s	60s Acidic ribosomal protein
PF00429.17	TLV_coat	ENV polyprotein (coat polyprotein)
PF00430.16	ATP-synt_B	ATP synthase B/B' CF(0)
PF00431.18	CUB	CUB domain
PF00432.19	Prenyltrans	Prenyltransferase and squalene oxidase repeat
PF00433.22	Pkinase_C	Protein kinase C terminal domain
PF00434.16	VP7	Glycoprotein VP7
PF00435.19	Spectrin	Spectrin repeat
PF00436.23	SSB	Single-strand binding protein family
PF00437.18	T2SSE	Type II/IV secretion system protein
PF00438.18	S-AdoMet_synt_N	S-adenosylmethionine synthetase, N-terminal domain
PF00439.23	Bromodomain	Bromodomain
PF00440.21	TetR_N	Bacterial regulatory proteins, tetR family
PF00441.22	Acyl-CoA_dh_1	Acyl-CoA dehydrogenase, C-terminal domain
PF00443.27	UCH	Ubiquitin carboxyl-terminal hydrolase
PF00444.16	Ribosomal_L36	Ribosomal protein L36
PF00445.16	Ribonuclease_T2	Ribonuclease T2 family
PF00446.15	GnRH	Gonadotropin-releasing hormone
PF00447.15	HSF_DNA-bind	HSF-type DNA-binding
PF00448.20	SRP54	SRP54-type protein, GTPase domain
PF00449.18	Urease_alpha	Urease alpha-subunit, N-terminal domain
PF00450.20	Peptidase_S10	Serine carboxypeptidase
PF00451.17	Toxin_2	Scorpion short toxin, BmKK2
PF00452.17	Bcl-2	Apoptosis regulator proteins, Bcl-2 family
PF00453.16	Ribosomal_L20	Ribosomal protein L20
PF00454.25	PI3_PI4_kinase	Phosphatidylinositol 3- and 4-kinase
PF00455.20	DeoRC	DeoR C terminal sensor domain
PF00456.19	Transketolase_N	Transketolase, thiamine diphosphate binding domain
PF00457.15	Glyco_hydro_11	Glycosyl hydrolases family 11
PF00458.18	WHEP-TRS	WHEP-TRS domain
PF00459.23	Inositol_P	Inositol monophosphatase family
PF00460.18	Flg_bb_rod	Flagella basal body rod protein
PF00462.22	Glutaredoxin	Glutaredoxin
PF00463.19	ICL	Isocitrate lyase family
PF00464.17	SHMT	Serine hydroxymethyltransferase
PF00465.17	Fe-ADH	Iron-containing alcohol dehydrogenase
PF00466.18	Ribosomal_L10	Ribosomal protein L10
PF00467.27	KOW	KOW motif
PF00468.15	Ribosomal_L34	Ribosomal protein L34
PF00469.18	F-protein	Negative factor, (F-Protein) or Nef
PF00471.18	Ribosomal_L33	Ribosomal protein L33
PF00472.18	RF-1	RF-1 domain
PF00473.15	CRF	Corticotropin-releasing factor family
PF00474.15	SSF	Sodium:solute symporter family
PF00475.16	IGPD	Imidazoleglycerol-phosphate dehydratase
PF00476.18	DNA_pol_A	DNA polymerase family A
PF00477.15	LEA_5	Small hydrophilic plant seed protein
PF00478.23	IMPDH	IMP dehydrogenase / GMP reductase domain
PF00479.20	G6PD_N	Glucose-6-phosphate dehydrogenase, NAD binding domain
PF00480.18	ROK	ROK family
PF00481.19	PP2C	Protein phosphatase 2C
PF00482.21	T2SSF	Type II secretion system (T2SS), protein F
PF00483.21	NTP_transferase	Nucleotidyl transferase
PF00484.17	Pro_CA	Carbonic anhydrase
PF00485.16	PRK	Phosphoribulokinase / Uridine kinase family
PF00486.26	Trans_reg_C	Transcriptional regulatory protein, C terminal
PF00487.22	FA_desaturase	Fatty acid desaturase
PF00488.19	MutS_V	MutS domain V
PF00489.15	IL6	Interleukin-6/G-CSF/MGF family
PF00490.19	ALAD	Delta-aminolevulinic acid dehydratase
PF00491.19	Arginase	Arginase family
PF00493.21	MCM	MCM2/3/5 family
PF00494.17	SQS_PSY	Squalene/phytoene synthase
PF00496.20	SBP_bac_5	Bacterial extracellular solute-binding proteins, family 5 Middle
PF00497.18	SBP_bac_3	Bacterial extracellular solute-binding proteins, family 3
PF00498.24	FHA	FHA domain
